0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	e
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	p	p	p	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	e
0.0	0.0	0.0	0.0	0.0	0.0	0.0	p	p	p	p	p	p	p	0.0	0.0	p	p	p	p	p	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	e
0.0	0.0	0.0	0.0	0.0	0.0	p	p	p	p	p	p	p	p	p	0.0	0.0	p	p	p	p	p	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	e
0.0	0.0	0.0	0.0	0.0	p	p	p	p	0.0	0.0	0.0	p	p	p	p	0.0	0.0	0.0	0.0	0.0	p	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	e
0.0	0.0	0.0	0.0	p	p	p	p	0.0	0.0	0.0	0.0	0.0	0.0	p	p	p	0.0	0.0	0.0	0.0	0.0	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	e
0.0	0.0	0.0	0.0	p	p	p	0.0	0.0	0.0	0.0	p	p	p	p	p	p	p	0.0	0.0	0.0	0.0	p	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	e
0.0	0.0	0.0	p	p	p	p	0.0	0.0	0.0	p	p	p	4.2	0.0	p	p	p	p	p	p	0.0	p	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	e
0.0	0.0	p	p	p	p	p	p	p	p	p	p	p	p	0.0	0.0	p	p	p	p	p	p	p	p	p	0.0	0.0	0.0	0.0	p	p	p	p	p	p	0.0	0.0	0.0	e
0.0	0.0	p	p	p	p	p	p	p	p	p	p	p	0.0	0.0	0.0	0.0	p	p	p	p	p	p	p	p	0.0	0.0	0.0	p	p	p	p	p	p	p	p	0.0	0.0	e
0.0	p	p	p	p	0.0	0.0	p	p	p	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	p	p	p	0.0	0.0	0.0	p	p	p	0.0	0.0	p	p	p	0.0	0.0	e
0.0	p	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	p	p	0.0	0.0	0.0	p	p	0.0	0.0	0.0	0.0	p	p	0.0	0.0	e
0.0	p	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5	5.5	0.0	0.0	0.0	p	p	0.0	0.0	0.0	0.0	p	p	0.0	0.0	e
0.0	p	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	p	p	0.0	0.0	0.0	p	p	p	0.0	0.0	e
0.0	p	p	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	0.0	0.0	e
0.0	p	p	p	p	0.0	0.0	0.0	0.0	0.0	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	0.0	0.0	0.0	e
0.0	0.0	p	p	p	p	p	p	p	p	p	p	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	e
0.0	0.0	p	p	p	p	p	p	p	p	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	p	p	0.0	0.0	0.0	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	e
0.0	0.0	0.0	0.0	p	p	p	p	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	p	p	0.0	0.0	0.0	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	e
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	p	p	0.0	0.0	0.0	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	e
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	p	p	p	0.0	0.0	0.0	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	e
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	p	p	p	p	0.0	0.0	0.0	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	e
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.6	p	p	p	0.0	0.0	0.0	0.0	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	e
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.6	p	0.0	0.0	0.0	0.0	p	p	p	p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	e
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	p	p	p	p	p	p	0.0	0.0	0.0	0.0	0.0	0.0	e
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	p	p	p	0.0	0.0	p	p	p	0.0	0.0	0.0	0.0	0.0	e
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	p	p	p	0.0	0.0	p	p	p	0.0	0.0	0.0	0.0	0.0	e
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	p	p	p	0.0	0.0	p	p	p	0.0	0.0	0.0	0.0	0.0	e
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	p	p	p	0.0	0.0	p	p	p	0.0	0.0	0.0	0.0	0.0	e
